Total Rows: 19009

===== Group: ('NA', 'a6cb7db6850459b954f7272e14d770617022639f8847cf25e6859b9453a03813') (Count: 29) =====
Column                         | Count    | Mean       | Min        | Max        | Std        | Unique   | Most Frequent                           
technology_and_privacy_topic_illuminatin... |      269 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
womens_issue_topic_illuminating |      269 |       0.01 |        0.0 |        1.0 |       0.09 |        - | -                                       
incivility_illuminating        |      269 |       0.12 |        0.0 |        1.0 |       0.32 |        - | -                                       
scam_illuminating              |      269 |       0.01 |        0.0 |        1.0 |       0.09 |        - | -                                       
freefair_illuminating          |      269 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
fraud_illuminating             |      269 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       

===== Group: ('NA', 'bfe51c6ac2cab17ba5c85883e76f61398031ed57e4cf62d19fd483548ebb904b') (Count: 1431) =====
Column                         | Count    | Mean       | Min        | Max        | Std        | Unique   | Most Frequent                           
---------------------------------------------------------------------------------------------------------------------------------------------------
Facebook_Id                    |     1431 |          - |          - |          - |          - |        1 | bfe51c6ac2cab17ba5c85883e76f61398031ed57...
post_id                        |     1431 |          - |          - |          - |          - |     1431 | 014ad078de573a5c258f2669dceb6d67b10dc83c...
Page Category                  |     1283 |          - |          - |          - |          - |        1 | PERSON (Count: 1283)                    
Page Admin Top Country         |     1283 |          - |          - |          - |          - |        1 | US (Count: 1283)                        
Post Created                   |     1431 |          - |          - |          - |          - |     1425 | 2024-10-31T23:50:33.000Z (Count: 2)     
Post Created Date              |     1431 |          - |          - |          - |          - |      359 | 2024-01-22 (Count: 16)                  
Post Created Time              |     1431 |          - |          - |          - |          - |     1415 | 21:01:21 (Count: 2)                     
Type                           |     1283 |          - |          - |          - |          - |        8 | Native Video (Count: 423)               
Total Interactions             |     1431 |     368.67 |        6.0 |     9096.0 |      696.0 |       99 | 1,225 (Count: 2)                        
Likes                          |     1431 |     262.42 |        2.0 |     7495.0 |     580.75 |        - | -                                       
Comments                       |     1431 |       81.2 |        0.0 |     2937.0 |     190.82 |        - | -                                       
Shares                         |     1431 |      56.39 |        0.0 |     2223.0 |     107.29 |        - | -                                       
Love                           |     1431 |      73.37 |        0.0 |     2302.0 |     160.52 |        - | -                                       
Wow                            |     1431 |       1.42 |        0.0 |      168.0 |       7.64 |        - | -                                       
Haha                           |     1431 |       1.31 |        0.0 |      219.0 |       7.94 |        - | -                                       
Sad                            |     1431 |        3.1 |        0.0 |      520.0 |      17.71 |        - | -                                       
Angry                          |     1431 |       1.94 |        0.0 |      226.0 |      10.54 |        - | -                                       
Care                           |     1431 |      12.72 |        0.0 |     1054.0 |      54.64 |        - | -                                       
Video Share Status             |      433 |          - |          - |          - |          - |        3 | owned (Count: 427)                      
Is Video Owner?                |     1283 |          - |          - |          - |          - |        3 | - (Count: 852)                          
Post Views                     |     1283 |     822.93 |        0.0 |   176419.0 |    7703.69 |        - | -                                       
Total Views                    |     1283 |     915.65 |        0.0 |   182973.0 |    7986.01 |        - | -                                       
Total Views For All Crossposts |     1283 |       0.86 |        0.0 |      657.0 |      22.15 |        - | -                                       
Video Length                   |      433 |          - |          - |          - |          - |      230 | 00:00:59 (Count: 10)                    
Sponsor Id                     |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Name                   |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Category               |        0 |          - |          - |          - |          - |        - | -                                       
Overperforming Score           |     1283 |      -1.02 |      -61.0 |      63.35 |       6.29 |        - | -                                       
illuminating_scored_messageelection_inte... |        0 |          - |          - |          - |          - |        - | -                                       
advocacy_msg_type_illuminating |     1431 |       0.48 |        0.0 |        1.0 |        0.5 |        - | -                                       
issue_msg_type_illuminating    |     1431 |       0.36 |        0.0 |        1.0 |       0.48 |        - | -                                       
attack_msg_type_illuminating   |     1431 |       0.13 |        0.0 |        1.0 |       0.34 |        - | -                                       
image_msg_type_illuminating    |     1431 |       0.12 |        0.0 |        1.0 |       0.33 |        - | -                                       
cta_msg_type_illuminating      |     1431 |       0.22 |        0.0 |        1.0 |       0.41 |        - | -                                       
engagement_cta_subtype_illuminating |     1431 |       0.19 |        0.0 |        1.0 |       0.39 |        - | -                                       
fundraising_cta_subtype_illuminating |     1431 |       0.01 |        0.0 |        1.0 |       0.12 |        - | -                                       
voting_cta_subtype_illuminating |     1431 |       0.02 |        0.0 |        1.0 |       0.14 |        - | -                                       
covid_topic_illuminating       |     1431 |       0.13 |        0.0 |        1.0 |       0.33 |        - | -                                       
economy_topic_illuminating     |     1431 |       0.12 |        0.0 |        1.0 |       0.33 |        - | -                                       
education_topic_illuminating   |     1431 |       0.02 |        0.0 |        1.0 |       0.15 |        - | -                                       
environment_topic_illuminating |     1431 |       0.02 |        0.0 |        1.0 |       0.15 |        - | -                                       
foreign_policy_topic_illuminating |     1431 |       0.02 |        0.0 |        1.0 |       0.15 |        - | -                                       
governance_topic_illuminating  |     1431 |       0.02 |        0.0 |        1.0 |       0.14 |        - | -                                       
health_topic_illuminating      |     1431 |       0.06 |        0.0 |        1.0 |       0.23 |        - | -                                       
immigration_topic_illuminating |     1431 |       0.02 |        0.0 |        1.0 |       0.13 |        - | -                                       
lgbtq_issues_topic_illuminating |     1431 |        0.0 |        0.0 |        1.0 |       0.06 |        - | -                                       
military_topic_illuminating    |     1431 |        0.0 |        0.0 |        1.0 |       0.07 |        - | -                                       
race_and_ethnicity_topic_illuminating |     1431 |       0.01 |        0.0 |        1.0 |       0.11 |        - | -                                       
safety_topic_illuminating      |     1431 |       0.03 |        0.0 |        1.0 |       0.16 |        - | -                                       
social_and_cultural_topic_illuminating |     1431 |       0.03 |        0.0 |        1.0 |       0.18 |        - | -                                       
technology_and_privacy_topic_illuminatin... |     1431 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
womens_issue_topic_illuminating |     1431 |       0.01 |        0.0 |        1.0 |       0.11 |        - | -                                       
incivility_illuminating        |     1431 |       0.13 |        0.0 |        1.0 |       0.33 |        - | -                                       
scam_illuminating              |     1431 |       0.09 |        0.0 |        1.0 |       0.28 |        - | -                                       
freefair_illuminating          |     1431 |        0.0 |        0.0 |        1.0 |       0.04 |        - | -                                       
fraud_illuminating             |     1431 |        0.0 |        0.0 |        1.0 |       0.04 |        - | -                                       

===== Group: ('NA', 'ee4bad47ee7b6d5da4b19f72dfc6df401cb36563474277cbf66624e2151cc84d') (Count: 241) =====
Column                         | Count    | Mean       | Min        | Max        | Std        | Unique   | Most Frequent                           
---------------------------------------------------------------------------------------------------------------------------------------------------
Facebook_Id                    |      241 |          - |          - |          - |          - |        1 | ee4bad47ee7b6d5da4b19f72dfc6df401cb36563...
post_id                        |      241 |          - |          - |          - |          - |      241 | acf21b7e4959ec99ea4b2bf74ba59c24480eec45...
Page Category                  |      241 |          - |          - |          - |          - |        1 | POLITICAL_CANDIDATE (Count: 241)        
Page Admin Top Country         |        0 |          - |          - |          - |          - |        - | -                                       
Post Created                   |      241 |          - |          - |          - |          - |      241 | 2023-10-27 11:23:09 EDT (Count: 1)      
Post Created Date              |      241 |          - |          - |          - |          - |       93 | 2024-01-20 (Count: 7)                   
Post Created Time              |      241 |          - |          - |          - |          - |      240 | 18:00:15 (Count: 2)                     
Type                           |      241 |          - |          - |          - |          - |        7 | Photo (Count: 105)                      
Total Interactions             |      241 |      68.76 |        7.0 |      513.0 |      60.25 |        - | -                                       
Likes                          |      241 |      32.95 |        6.0 |      170.0 |      19.72 |        - | -                                       
Comments                       |      241 |      20.68 |        0.0 |      395.0 |       37.2 |        - | -                                       
Shares                         |      241 |       6.15 |        0.0 |      144.0 |      10.71 |        - | -                                       
Love                           |      241 |       5.81 |        0.0 |       30.0 |       5.26 |        - | -                                       
Wow                            |      241 |       0.09 |        0.0 |        2.0 |       0.32 |        - | -                                       
Haha                           |      241 |       2.07 |        0.0 |       42.0 |       3.39 |        - | -                                       
Sad                            |      241 |       0.22 |        0.0 |        8.0 |       0.93 |        - | -                                       
Angry                          |      241 |       0.41 |        0.0 |       14.0 |       1.15 |        - | -                                       
Care                           |      241 |       0.39 |        0.0 |       15.0 |       1.35 |        - | -                                       
Video Share Status             |       90 |          - |          - |          - |          - |        1 | owned (Count: 90)                       
Is Video Owner?                |      241 |          - |          - |          - |          - |        2 | - (Count: 151)                          
Post Views                     |      241 |     124.15 |        0.0 |     1352.0 |     205.77 |        - | -                                       
Total Views                    |      241 |     152.41 |        0.0 |     2681.0 |     287.36 |        - | -                                       
Total Views For All Crossposts |      241 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
Video Length                   |       90 |          - |          - |          - |          - |       64 | 00:00:05 (Count: 5)                     
Sponsor Id                     |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Name                   |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Category               |        0 |          - |          - |          - |          - |        - | -                                       
Overperforming Score           |      241 |      -1.26 |     -12.67 |       4.91 |       2.15 |        - | -                                       
illuminating_scored_messageelection_inte... |        0 |          - |          - |          - |          - |        - | -                                       
advocacy_msg_type_illuminating |      241 |       0.61 |        0.0 |        1.0 |       0.49 |        - | -                                       
issue_msg_type_illuminating    |      241 |       0.28 |        0.0 |        1.0 |       0.45 |        - | -                                       
attack_msg_type_illuminating   |      241 |       0.13 |        0.0 |        1.0 |       0.34 |        - | -                                       
image_msg_type_illuminating    |      241 |       0.14 |        0.0 |        1.0 |       0.35 |        - | -                                       
cta_msg_type_illuminating      |      241 |        0.2 |        0.0 |        1.0 |        0.4 |        - | -                                       
engagement_cta_subtype_illuminating |      241 |        0.1 |        0.0 |        1.0 |       0.29 |        - | -                                       
fundraising_cta_subtype_illuminating |      241 |       0.09 |        0.0 |        1.0 |       0.28 |        - | -                                       
voting_cta_subtype_illuminating |      241 |       0.01 |        0.0 |        1.0 |       0.11 |        - | -                                       
covid_topic_illuminating       |      241 |       0.08 |        0.0 |        1.0 |       0.27 |        - | -                                       
economy_topic_illuminating     |      241 |        0.1 |        0.0 |        1.0 |       0.29 |        - | -                                       
education_topic_illuminating   |      241 |       0.02 |        0.0 |        1.0 |       0.13 |        - | -                                       
environment_topic_illuminating |      241 |        0.0 |        0.0 |        1.0 |       0.06 |        - | -                                       
foreign_policy_topic_illuminating |      241 |        0.0 |        0.0 |        1.0 |       0.06 |        - | -                                       
governance_topic_illuminating  |      241 |       0.01 |        0.0 |        1.0 |       0.11 |        - | -                                       
health_topic_illuminating      |      241 |        0.1 |        0.0 |        1.0 |        0.3 |        - | -                                       
immigration_topic_illuminating |      241 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
lgbtq_issues_topic_illuminating |      241 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
military_topic_illuminating    |      241 |        0.0 |        0.0 |        1.0 |       0.06 |        - | -                                       
race_and_ethnicity_topic_illuminating |      241 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
safety_topic_illuminating      |      241 |       0.03 |        0.0 |        1.0 |       0.17 |        - | -                                       
social_and_cultural_topic_illuminating |      241 |       0.05 |        0.0 |        1.0 |       0.21 |        - | -                                       
technology_and_privacy_topic_illuminatin... |      241 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
womens_issue_topic_illuminating |      241 |       0.04 |        0.0 |        1.0 |       0.19 |        - | -                                       
incivility_illuminating        |      241 |       0.06 |        0.0 |        1.0 |       0.24 |        - | -                                       
scam_illuminating              |      241 |       0.03 |        0.0 |        1.0 |       0.18 |        - | -                                       
freefair_illuminating          |      241 |        0.0 |        0.0 |        1.0 |       0.06 |        - | -                                       
fraud_illuminating             |      241 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       

===== Group: ('NA', 'fdab9de35cdff952e4e0026ef74d9a06f5fdbde3076c201637d0a14f1988e77d') (Count: 757) =====
Column                         | Count    | Mean       | Min        | Max        | Std        | Unique   | Most Frequent                           
---------------------------------------------------------------------------------------------------------------------------------------------------
Facebook_Id                    |      757 |          - |          - |          - |          - |        1 | fdab9de35cdff952e4e0026ef74d9a06f5fdbde3...
post_id                        |      757 |          - |          - |          - |          - |      757 | 420909eb13584c5d4af228d0763fe679ead515be...
Page Category                  |      507 |          - |          - |          - |          - |        1 | PERSON (Count: 507)                     
Page Admin Top Country         |      507 |          - |          - |          - |          - |        1 | US (Count: 507)                         
Post Created                   |      757 |          - |          - |          - |          - |      754 | 2024-09-30T23:32:00.000Z (Count: 2)     
Post Created Date              |      757 |          - |          - |          - |          - |      266 | 2024-02-20 (Count: 18)                  
Post Created Time              |      757 |          - |          - |          - |          - |      745 | 11:25:39 (Count: 2)                     
Type                           |      507 |          - |          - |          - |          - |        7 | Photo (Count: 295)                      
Total Interactions             |      757 |     604.94 |       14.0 |     8079.0 |     645.04 |       49 | 7,741 (Count: 1)                        
Likes                          |      757 |     314.24 |       11.0 |     3402.0 |      330.5 |        - | -                                       
Comments                       |      757 |      181.9 |        0.0 |     2610.0 |     266.45 |        - | -                                       
Shares                         |      757 |     129.87 |        0.0 |     2264.0 |     169.76 |        - | -                                       
Love                           |      757 |      36.54 |        0.0 |      650.0 |      60.04 |        - | -                                       
Wow                            |      757 |       1.57 |        0.0 |       82.0 |       6.52 |        - | -                                       
Haha                           |      757 |       3.28 |        0.0 |       77.0 |        7.4 |        - | -                                       
Sad                            |      757 |       3.27 |        0.0 |      369.0 |      18.55 |        - | -                                       
Angry                          |      757 |       4.34 |        0.0 |      434.0 |      21.11 |        - | -                                       
Care                           |      757 |       5.47 |        0.0 |      169.0 |       13.2 |        - | -                                       
Video Share Status             |       76 |          - |          - |          - |          - |        3 | owned (Count: 67)                       
Is Video Owner?                |      507 |          - |          - |          - |          - |        3 | - (Count: 431)                          
Post Views                     |      507 |     240.02 |        0.0 |    35758.0 |    1683.68 |        - | -                                       
Total Views                    |      507 |     519.81 |        0.0 |    73522.0 |    3930.24 |        - | -                                       
Total Views For All Crossposts |      507 |        2.6 |        0.0 |     1318.0 |      58.53 |        - | -                                       
Video Length                   |       76 |          - |          - |          - |          - |       66 | 00:00:59 (Count: 5)                     
Sponsor Id                     |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Name                   |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Category               |        0 |          - |          - |          - |          - |        - | -                                       
Overperforming Score           |      507 |      -2.92 |     -25.14 |       13.9 |       4.68 |        - | -                                       
illuminating_scored_messageelection_inte... |        0 |          - |          - |          - |          - |        - | -                                       
advocacy_msg_type_illuminating |      757 |       0.57 |        0.0 |        1.0 |        0.5 |        - | -                                       
issue_msg_type_illuminating    |      757 |       0.48 |        0.0 |        1.0 |        0.5 |        - | -                                       
attack_msg_type_illuminating   |      757 |       0.17 |        0.0 |        1.0 |       0.37 |        - | -                                       
image_msg_type_illuminating    |      757 |        0.1 |        0.0 |        1.0 |        0.3 |        - | -                                       
cta_msg_type_illuminating      |      757 |       0.45 |        0.0 |        1.0 |        0.5 |        - | -                                       
engagement_cta_subtype_illuminating |      757 |       0.26 |        0.0 |        1.0 |       0.44 |        - | -                                       
fundraising_cta_subtype_illuminating |      757 |       0.08 |        0.0 |        1.0 |       0.27 |        - | -                                       
voting_cta_subtype_illuminating |      757 |       0.03 |        0.0 |        1.0 |       0.16 |        - | -                                       
covid_topic_illuminating       |      757 |       0.12 |        0.0 |        1.0 |       0.32 |        - | -                                       
economy_topic_illuminating     |      757 |       0.09 |        0.0 |        1.0 |       0.28 |        - | -                                       
education_topic_illuminating   |      757 |       0.01 |        0.0 |        1.0 |       0.07 |        - | -                                       
environment_topic_illuminating |      757 |        0.1 |        0.0 |        1.0 |        0.3 |        - | -                                       
foreign_policy_topic_illuminating |      757 |       0.05 |        0.0 |        1.0 |       0.22 |        - | -                                       
governance_topic_illuminating  |      757 |       0.03 |        0.0 |        1.0 |       0.17 |        - | -                                       
health_topic_illuminating      |      757 |       0.03 |        0.0 |        1.0 |       0.16 |        - | -                                       
immigration_topic_illuminating |      757 |       0.02 |        0.0 |        1.0 |       0.13 |        - | -                                       
lgbtq_issues_topic_illuminating |      757 |        0.0 |        0.0 |        1.0 |       0.05 |        - | -                                       
military_topic_illuminating    |      757 |       0.01 |        0.0 |        1.0 |       0.08 |        - | -                                       
race_and_ethnicity_topic_illuminating |      757 |       0.02 |        0.0 |        1.0 |       0.14 |        - | -                                       
safety_topic_illuminating      |      757 |       0.03 |        0.0 |        1.0 |       0.17 |        - | -                                       
social_and_cultural_topic_illuminating |      757 |       0.03 |        0.0 |        1.0 |       0.18 |        - | -                                       
technology_and_privacy_topic_illuminatin... |      757 |        0.0 |        0.0 |        1.0 |       0.05 |        - | -                                       
womens_issue_topic_illuminating |      757 |       0.01 |        0.0 |        1.0 |       0.08 |        - | -                                       
incivility_illuminating        |      757 |       0.12 |        0.0 |        1.0 |       0.32 |        - | -                                       
scam_illuminating              |      757 |       0.01 |        0.0 |        1.0 |        0.1 |        - | -                                       
freefair_illuminating          |      757 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
fraud_illuminating             |      757 |        0.0 |        0.0 |        1.0 |       0.06 |        - | -                                       

===== Group: ('NA', '278df0e37b61bf8a5a6374873b38faddd50fffea73eaeb55c3c6240f79d1ba9f') (Count: 23) =====
Column                         | Count    | Mean       | Min        | Max        | Std        | Unique   | Most Frequent                           
---------------------------------------------------------------------------------------------------------------------------------------------------
Facebook_Id                    |       23 |          - |          - |          - |          - |        1 | 278df0e37b61bf8a5a6374873b38faddd50fffea...
post_id                        |       23 |          - |          - |          - |          - |       23 | 6d840fe53ff4fb10622adf5d2870aa0acd659ce4...
Page Category                  |       16 |          - |          - |          - |          - |        2 | POLITICAL_CANDIDATE (Count: 15)         
Page Admin Top Country         |        0 |          - |          - |          - |          - |        - | -                                       
Post Created                   |       23 |          - |          - |          - |          - |       23 | 2024-03-15 10:52:37 EDT (Count: 1)      
Post Created Date              |       23 |          - |          - |          - |          - |       17 | 2024-03-18 (Count: 2)                   
Post Created Time              |       23 |          - |          - |          - |          - |       23 | 10:52:37 (Count: 1)                     
Type                           |       23 |          - |          - |          - |          - |        4 | Photo (Count: 9)                        
Total Interactions             |       23 |      15.09 |        0.0 |      198.0 |      41.15 |        - | -                                       
Likes                          |       23 |       6.26 |        0.0 |       78.0 |      16.06 |        - | -                                       
Comments                       |       23 |       3.83 |        0.0 |       43.0 |       9.68 |        - | -                                       
Shares                         |       23 |       0.48 |        0.0 |        3.0 |       0.79 |        - | -                                       
Love                           |       23 |       0.52 |        0.0 |        4.0 |       0.99 |        - | -                                       
Wow                            |       23 |       0.26 |        0.0 |        5.0 |       1.05 |        - | -                                       
Haha                           |       23 |       2.57 |        0.0 |       48.0 |      10.17 |        - | -                                       
Sad                            |       23 |       0.13 |        0.0 |        3.0 |       0.63 |        - | -                                       
Angry                          |       23 |       0.87 |        0.0 |       19.0 |       3.96 |        - | -                                       
Care                           |       23 |       0.17 |        0.0 |        3.0 |       0.65 |        - | -                                       
Video Share Status             |        4 |          - |          - |          - |          - |        2 | share (Count: 3)                        
Is Video Owner?                |       23 |          - |          - |          - |          - |        3 | - (Count: 19)                           
Post Views                     |       23 |       7.61 |        0.0 |      149.0 |      30.97 |        - | -                                       
Total Views                    |       23 |       8.87 |        0.0 |      150.0 |      31.47 |        - | -                                       
Total Views For All Crossposts |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
Video Length                   |        4 |          - |          - |          - |          - |        4 | 00:03:38 (Count: 1)                     
Sponsor Id                     |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Name                   |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Category               |        0 |          - |          - |          - |          - |        - | -                                       
Overperforming Score           |       23 |      -1.14 |      -10.0 |      10.42 |       4.54 |        - | -                                       
illuminating_scored_messageelection_inte... |        0 |          - |          - |          - |          - |        - | -                                       
advocacy_msg_type_illuminating |       23 |       0.57 |        0.0 |        1.0 |       0.51 |        - | -                                       
issue_msg_type_illuminating    |       23 |       0.26 |        0.0 |        1.0 |       0.45 |        - | -                                       
attack_msg_type_illuminating   |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
image_msg_type_illuminating    |       23 |       0.09 |        0.0 |        1.0 |       0.29 |        - | -                                       
cta_msg_type_illuminating      |       23 |       0.35 |        0.0 |        1.0 |       0.49 |        - | -                                       
engagement_cta_subtype_illuminating |       23 |       0.17 |        0.0 |        1.0 |       0.39 |        - | -                                       
fundraising_cta_subtype_illuminating |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
voting_cta_subtype_illuminating |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
covid_topic_illuminating       |       23 |        0.3 |        0.0 |        1.0 |       0.47 |        - | -                                       
economy_topic_illuminating     |       23 |       0.09 |        0.0 |        1.0 |       0.29 |        - | -                                       
education_topic_illuminating   |       23 |       0.04 |        0.0 |        1.0 |       0.21 |        - | -                                       
environment_topic_illuminating |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
foreign_policy_topic_illuminating |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
governance_topic_illuminating  |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
health_topic_illuminating      |       23 |       0.04 |        0.0 |        1.0 |       0.21 |        - | -                                       
immigration_topic_illuminating |       23 |       0.04 |        0.0 |        1.0 |       0.21 |        - | -                                       
lgbtq_issues_topic_illuminating |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
military_topic_illuminating    |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
race_and_ethnicity_topic_illuminating |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
safety_topic_illuminating      |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
social_and_cultural_topic_illuminating |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
technology_and_privacy_topic_illuminatin... |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
womens_issue_topic_illuminating |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
incivility_illuminating        |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
scam_illuminating              |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
freefair_illuminating          |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
fraud_illuminating             |       23 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       

===== Group: ('NA', '4bd0a74df1b4df50157a304ace4291c947560a05da059ea6c8935cc11de7014d') (Count: 98) =====
Column                         | Count    | Mean       | Min        | Max        | Std        | Unique   | Most Frequent                           
---------------------------------------------------------------------------------------------------------------------------------------------------
Facebook_Id                    |       98 |          - |          - |          - |          - |        1 | 4bd0a74df1b4df50157a304ace4291c947560a05...
post_id                        |       98 |          - |          - |          - |          - |       98 | 31d669667fb51a0c7f392bf085a2a8fb3ad1e2e6...
Page Category                  |        0 |          - |          - |          - |          - |        - | -                                       
Page Admin Top Country         |        0 |          - |          - |          - |          - |        - | -                                       
Post Created                   |       98 |          - |          - |          - |          - |       94 | 2024-10-31T18:49:57.000Z (Count: 2)     
Post Created Date              |       98 |          - |          - |          - |          - |       62 | 2024-10-31 (Count: 6)                   
Post Created Time              |       98 |          - |          - |          - |          - |       94 | 18:49:57 (Count: 2)                     
Type                           |        0 |          - |          - |          - |          - |        - | -                                       
Total Interactions             |       98 |    3139.16 |      314.0 |    14083.0 |    2668.16 |        - | -                                       
Likes                          |       98 |     2323.9 |      165.0 |    10825.0 |    2026.75 |        - | -                                       
Comments                       |       98 |     731.76 |      104.0 |     3874.0 |     664.08 |        - | -                                       
Shares                         |       98 |      83.51 |        4.0 |     1277.0 |     137.26 |        - | -                                       
Love                           |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
Wow                            |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
Haha                           |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
Sad                            |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
Angry                          |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
Care                           |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
Video Share Status             |        0 |          - |          - |          - |          - |        - | -                                       
Is Video Owner?                |        0 |          - |          - |          - |          - |        - | -                                       
Post Views                     |        0 |          - |          - |          - |          - |        - | -                                       
Total Views                    |        0 |          - |          - |          - |          - |        - | -                                       
Total Views For All Crossposts |        0 |          - |          - |          - |          - |        - | -                                       
Video Length                   |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Id                     |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Name                   |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Category               |        0 |          - |          - |          - |          - |        - | -                                       
Overperforming Score           |        0 |          - |          - |          - |          - |        - | -                                       
illuminating_scored_messageelection_inte... |        0 |          - |          - |          - |          - |        - | -                                       
advocacy_msg_type_illuminating |       98 |       0.58 |        0.0 |        1.0 |        0.5 |        - | -                                       
issue_msg_type_illuminating    |       98 |       0.51 |        0.0 |        1.0 |        0.5 |        - | -                                       
attack_msg_type_illuminating   |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
image_msg_type_illuminating    |       98 |       0.03 |        0.0 |        1.0 |       0.17 |        - | -                                       
cta_msg_type_illuminating      |       98 |       0.03 |        0.0 |        1.0 |       0.17 |        - | -                                       
engagement_cta_subtype_illuminating |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
fundraising_cta_subtype_illuminating |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
voting_cta_subtype_illuminating |       98 |       0.01 |        0.0 |        1.0 |        0.1 |        - | -                                       
covid_topic_illuminating       |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
economy_topic_illuminating     |       98 |       0.39 |        0.0 |        1.0 |       0.49 |        - | -                                       
education_topic_illuminating   |       98 |        0.1 |        0.0 |        1.0 |        0.3 |        - | -                                       
environment_topic_illuminating |       98 |       0.08 |        0.0 |        1.0 |       0.28 |        - | -                                       
foreign_policy_topic_illuminating |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
governance_topic_illuminating  |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
health_topic_illuminating      |       98 |       0.08 |        0.0 |        1.0 |       0.28 |        - | -                                       
immigration_topic_illuminating |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
lgbtq_issues_topic_illuminating |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
military_topic_illuminating    |       98 |       0.01 |        0.0 |        1.0 |        0.1 |        - | -                                       
race_and_ethnicity_topic_illuminating |       98 |       0.02 |        0.0 |        1.0 |       0.14 |        - | -                                       
safety_topic_illuminating      |       98 |       0.01 |        0.0 |        1.0 |        0.1 |        - | -                                       
social_and_cultural_topic_illuminating |       98 |       0.03 |        0.0 |        1.0 |       0.17 |        - | -                                       
technology_and_privacy_topic_illuminatin... |       98 |       0.04 |        0.0 |        1.0 |        0.2 |        - | -                                       
womens_issue_topic_illuminating |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
incivility_illuminating        |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
scam_illuminating              |       98 |       0.02 |        0.0 |        1.0 |       0.14 |        - | -                                       
freefair_illuminating          |       98 |       0.01 |        0.0 |        1.0 |        0.1 |        - | -                                       
fraud_illuminating             |       98 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
